query_position,target_index,target_hash,correct_source_index,shuffled_source_index,nearest_wrong_source_index,nearest_wrong_distance
1560,854589,ba8b327e0a4ad090c9ae0fac7a8ae2165bff240bfb9da028293e497360404fb3,854589,785364,568419,23.841301
1561,471802,b90c34b2a50a20357fe89b08e7f3a926915081b53ffb4c08d7a1ebf93f50def9,471802,745989,486732,22.989061
1562,373385,485c01e8683c162b78575823dc54b9b2179b3490fcc877cf0b7624fba4292b9a,373385,551966,525280,18.60871
1563,804996,94c9f0737b8e1f569b6de5f50c68b47ce94e3e9d31e66889ce71c2fb38ac29e1,804996,230960,274840,23.872648
1564,666613,264af63772a54962f0416d48c554ed024750d9a05226ee69527a732fc33b3731,666613,817176,346350,22.07441
1565,643028,629d247df94681ecb1f4912f2b7a20e35d49b30d9a39a666cb7563780f7a8251,643028,170600,634906,20.040487
1566,989139,d5a13c6f33e9d4481833258ce4feedffb6bf3da3bfca56796df3ebf8145052b0,989139,880604,778114,26.869076
1567,318061,f23e8193586503dec51fdc8c376d7014c227112ffcec8674854155a408a3948b,318061,887196,226339,16.882694
1568,241683,afe266c98c0b384d538913ca68baeb92e6ac383d24081c808e1e25b50bf30128,241683,623987,322014,12.11386
1569,560654,d44e0be0f4fb9ab6a1696e289effffac8695ede1fe34b820b96cbffbd670f0d1,560654,488698,909784,25.162966
1570,548878,4f09e5b2841bb2c02fd6b62d35b26ecc3523f8a4bac076e39510781625262bdb,548878,47869,742128,33.34649
1571,488698,7cdd1d4d7a3dbd371e1ce6da9c2c89a833a74c3b281c2bac20768ed7e4b4aadf,488698,567047,823131,27.193565
1572,25579,7b364ac0564522cf798e72f48bb39a5689238135e99c21065160362442b24367,25579,73465,734091,19.851162
1573,891627,e1baa94678250c80f38747149ffc025458f8c36ebdc5eaa3b9f6bc560d8f9d3b,891627,763637,543243,15.349035
1574,254048,887050b0ddccd67e06956c88b9f5f2227307b1e0de8757603a952388b4c2c1e2,254048,136284,940550,10.435704
1575,196533,45a172c2f5e0d17cdefb279a518beade38d97334840e7e17c99cc3d0474a8bbe,196533,713761,147427,20.785477
1576,248873,a1cfc824547fa85caa8019b81adf803e7101cd99b92cd0092878c7545b6a5fb3,248873,332859,321328,25.57576
1577,814031,957680bb7aba77ed8f69b3d56451df236335274b3ce1d3b388865e12363371db,814031,199013,120613,24.640635
1578,974695,cc7c763ce0dc97be439fed67dc5b95e72b358e201175a9b4ab58c98c8ee129a4,974695,341752,332767,23.857487
1579,486064,a8d104d42779604874df503c53fd0f75210df0015d522b624fa161e43451eec9,486064,32368,190670,20.035038
1580,110385,6021dee318b1ec069d3aadcba2212f83597bf43822118c91a7a075031eb98271,110385,720408,848922,29.389208
1581,932782,458b636c3c9df54f33c336e062140f6830f45499c8af434e6027b46be80fe203,932782,10365,884292,18.7136
1582,378784,ca81f3004829216a8dcecaedc1972b087906b7edaec213c7db4af039da8dbdfc,378784,700198,367553,17.797989
1583,257066,2631533774144ee63aa36d5dd6834b11bf5a2cfb479a727d3c0b49afb5506de9,257066,816198,722761,16.470758
1584,421441,339bc463aa6eb983764eaeeb7b9e89a2218b3afea1f035ebb6fc836249bdb609,421441,453812,74251,30.055256
1585,801064,8a44e2e92e3b1f501a7228aeaf2fe8b02a94eb5c4bf647f959b651f75782cf73,801064,163640,803133,10.745059
1586,624007,49efac890dda81cc471c6916b74d044fa010f1002bd029995707960c470d0965,624007,676922,340422,18.584616
1587,791631,9c5b75584d48759eda7a61eb4ce89a9260e1e95d35d7b1cbd8b068d70650a3e3,791631,939809,848234,15.825672
1588,726281,df5121559a7aaf0f5a1647829e7a57e8d6ed6653746ceea2baac7c9fc8576af9,726281,579631,262143,18.062784
1589,163943,5b43956eae51ce88b61aa474313cea38eee2ff3586289853c425b473d2d56e63,163943,697806,511834,22.235764
1590,628181,81ff961737b5288ddbaf00ff5fc28735c87d484af8b88199f1672cff3214dbb1,628181,715932,786295,12.709273
1591,769730,c287989684a2d5e42097cf329830e9080a661287e57fe339fba2b1a93c41bd58,769730,192592,109629,30.290787
1592,439927,11fe5d4e1a9a95e829af391bf402e3dd00352ea8e399a262a9b05fa19352f0da,439927,317211,229117,20.284367
1593,770925,86fdb10168c9652247414ab5375f0768e0f42473d5b2f0614a67ded1811da3ff,770925,291291,626014,19.08335
1594,831524,b2ee6b68da400171da23ddd5a972fa11bdc473451c701cbbe06650aad1640035,831524,220819,275052,13.765439
1595,405296,23c4155e0847a294eef6d337a7750e5b72f82246eac0864ee003b2e4707c2313,405296,241784,316785,22.822609
1596,769043,86c07705b36f31fbe6aa347a26d34a8872e83cb8e03c58aee5651e7a1fd94e15,769043,970237,954035,22.999823
1597,767807,3fe04415b91e5419d068a9107f7c7d1b312ce53c9e258a0ef2cba681fb0d142b,767807,797636,130565,1.9822824
1598,463644,f81ee064e467c87644d98b70b097ecf8b20a1c796d6e5aeeff027f0c380d6134,463644,100400,319702,21.393791
1599,882028,f9782203aff325a8e9c642ee1e13ac287b70e38ea7e88a1b75aafab4d586e898,882028,582614,522792,20.50655
1600,683975,2edbfd999980b2c0c0999479b5870e7c8ac7f6a8375776547109cc43541c9a96,683975,984132,994295,20.367666
1601,499911,b5d2405a5dde1973324a8af4fdf5280bb95a3108a6437289cb18081a298e0faa,499911,35900,981992,22.556797
1602,498102,2bf93d7f732b4a9409a126e0ba361faa0a4307b833f9d6a12210bbd40da2573a,498102,640679,564365,11.971157
1603,258527,42e1c6633a2a3744e10664ebabae8dd1cbbce2591860d5c5cf74f9d09f175eb7,258527,409126,619958,21.949171
1604,630106,b521189e15535ca5b02a4fa02c2b1b5f36fe05f1fe36a371286828b1bdda6d63,630106,648253,166155,13.32622
1605,262143,4594f94e7f96c2f9e037341753da92f6a2368694316109295f4cd0a313cc39a4,262143,70320,726281,18.062784
1606,182457,4158c28b7a2e4325c12d5b25b635033e18f62ce7778fb8f90b69745976680da4,182457,351064,988325,19.643839
1607,522074,31727f56155cfe989bdc9827fca556ea6e587d0e597f2ecde16bb00e3023e321,522074,469651,94381,16.332527
1608,535371,2cacf4df7da60bf5b4d6fdca753fce1c48f8be974a62d730ce1fa352050b5089,535371,724096,984259,27.824305
1609,34616,04459e8ea4d3bbfaf3804a2f13edec9a23f5605be6a734d656baae45b23e6f61,34616,94891,771561,18.043827
1610,233549,06d360e28006e1a64b1238d32849edc5f60eb181abc9619b55b104c8ff7d11e6,233549,714552,237759,12.585072
1611,610274,850bb585f78c5e2ba85fbb6c7a03c6b67f9fba0efd48ca1620e2fbce0fa4b3f3,610274,211277,70395,25.854738
1612,351840,f079a69b0ea28c431dfa337f4891cec678d131aeb2533bd8eeded40a8eac7de9,351840,961250,763264,10.676232
1613,833888,9befd4b18d10f5d0cf362d86861cd4e597411e21a8eceaacbff5851bc59b0cbe,833888,991061,964400,22.375294
1614,144101,2c00fd1e9ebb255226c9b5cc6950985c515278452255a517b033abc430376d08,144101,27617,27251,9.639745
1615,878765,be7baff9bc5362d190a411eeb8945e2c017d3ffd42d93d65688f44b143a2cb2c,878765,98081,305147,20.802118
1616,907744,da932580ee3f1abdf9cd26ef8c83ffcb5b8ccebcc1eee44b244f2b88f053cce6,907744,110385,198180,27.302612
1617,409126,12f038f838a9d3c0e0c573c5f6b1aacc026510666002806404eaccc866780c5a,409126,898976,805867,20.873295
1618,560949,35fa585d8b6e367502be10a35555aff40c4f3b8f966dbb86e02ae68c65348374,560949,304863,691473,26.146751
1619,98051,3c1beec10404ff72d2a877bb1f210f02347600b4650f3e7475d5a4eaae248cec,98051,274907,101094,21.972004
1620,271300,ef709ab680643c216df8ba1493cc89985d0fed472959efba5c042e27a3af577b,271300,200405,136121,27.076944
1621,761568,e6c8ab74adcbfd5474d0a7f7a02300edde67fe63d3a9a46b36ea326bcbe38b39,761568,544279,649163,23.869272
1622,200739,3edc4d2787e6091f5af8f7c90938fa8af4d9662345cf025a564d578d3022d8d9,200739,104074,599891,26.020756
1623,713111,7aa3b3e495ac3fd4f923248bb52d7a62b77ce76f7aeb326d554b197bf71b2ccc,713111,445888,56913,19.306223
1624,55966,f8343a1dafd770e447a7ccf0051afc88708ce8e4cd924e754e2e9ad2d4201d1c,55966,277631,86979,26.738758
1625,732495,1ba6983bed74b3bd387cce802edb4b9e1573e6565072e369f1bb6049176762f0,732495,63553,872023,22.537539
1626,939055,d2f9d4dc8df335d355e28586aadaa69e6f599c44180ba890d45eb04c0984ffb3,939055,176279,493964,11.476964
1627,815381,79cc27846255f020c2817cf5f08a14b1876606ac8918be74357ac7854470c274,815381,542264,815293,26.449604
1628,361927,b91c8ee8dde49b167fc0cf5d5289ff49cd2b6ebeb2340a11a460e3f7f18b5d9a,361927,195175,851935,16.960533
1629,736032,04544cd5b673ace1db3fb5819ac6e6fde7192c9b40d8a12d5afd436f66b90829,736032,966515,403872,21.973967
1630,276824,273777116925bed22303bf79bce73a07a5d3d252aef4300e33b1b77c5b577be0,276824,12454,187763,22.159826
1631,125183,466944f0de17536317da08b7298123a0de64c7f9208c76acc50bbc2dc0924d7d,125183,602822,974960,24.701939
1632,685537,837a97531fe00732deaa5a58f6372eb264d5edb02c2305617405d3e56af89e7f,685537,968987,915381,25.412148
1633,483758,c9ae7e1d729438cc3adf0c32c1b42a7c4458214ba715285845114488b7ffd1db,483758,238892,707733,18.956629
1634,968406,410bf117b2eda734cdabdf88b9327a6b1dca08de6b704d526d5d05e2c1db15ac,968406,299752,962456,22.815748
1635,102897,26bdeb12f120c1c05e8c697dcddd9d91f26c2480fc46134653d1f0dbb9a40023,102897,280972,431204,18.314943
1636,70247,a6a7c45132951e03c634047939cf00df7912d60a2cbad8fd8162005ce71a9e31,70247,754640,832096,24.7355
1637,676922,ee4448fc2cb4196750e3afb77eac6ffc0c2bf65d283bb6954519fecc357c42dc,676922,956742,241352,15.125787
1638,313175,ced3f35986700138ca278e8f9629c91f1b0a49ac8daf09090d10a7b18e4da32d,313175,230620,263435,19.78803
1639,237461,25caff294f4c4623b2029e9d97793f1bd4f74e2dccae4ce67e5cbaf8131c4b71,237461,607367,964500,21.087725
1640,291901,a53ecdbd2dfb53ff76a4585ec8db4a630715f7393f62940814882434f6c42140,291901,277856,779401,15.312707
1641,697101,a92ccca2aca9a2bf1e90ecf9ddceb356e97ecbf031ce4d745f5c8bcd0e79b45e,697101,372283,709740,23.263489
1642,50595,94b30b3ce0a97c0b0f16069a9fffb40011a9ba04cc2635eae205c0460892a3a8,50595,443037,526299,29.018064
1643,304761,92b7da0dc353b5661341760fd2e10736a223341245da28f9755bf52fe6452a9f,304761,856830,927743,24.004444
1644,973340,af0fbc1576d720957eb84cbb6885763e5e65ddea2aba38aaef26e017bd40fe03,973340,279425,650626,22.753149
1645,626489,bafda2a4225a7bc031403a432589d651c1d64ef067203176b7f5339e2f817efa,626489,402108,333619,21.138199
1646,482109,b91279c5034ae210dec0f7a19fe6d66e205f951f5593c78b037a7de6e39cbdbb,482109,440133,434631,26.203613
1647,480491,36d02fea58e5f8567779a6bdd4956d41878f1093ab33f175e0db62bad37e84f0,480491,808707,523104,14.587944
1648,212741,1c4cd3046a4209d33638a40ead734b10ab23c9b03de87284d9880cb4d2a03af9,212741,982121,343431,23.821936
1649,214608,8c507988a4c5913e9f6db8694e462fb7bb79827759538f1737f33c8b8da2ece2,214608,452901,660229,20.124939
1650,518149,50b4ad8f794b016c0537592d354d26f4fd77b06dc7da7f0643e4172c4e787a38,518149,18595,31089,14.248968
1651,862295,af32ae80a7e9b04b0e5f3db82809e2f543d48f8f7cf867438b9b192b82f7c86a,862295,670661,309963,25.881863
1652,289457,fc6335ac1876316be52e477bef3410c955428288373e94ec1cbe1a58f787a98a,289457,151834,994827,13.581891
1653,310825,35a695fdaa170ce74a1a9ccf59d52d6a980fd2fea3c2fd18a46fc0e051aa1d44,310825,113370,3241,17.178009
1654,32520,b7456d1a32b0324c4ed72af3aa37bf487e188d835a411a2414859d38baac959d,32520,77867,200649,19.20406
1655,887087,9611dee47736d4932861e4d19708d5ddb62f6cade92e8c360383fb96b130b9eb,887087,640098,38899,18.675123
1656,157416,5f2aecc6ef1b0e6422b21734aa3c0f9070839ab25f9a9e3d25ce8e712510e5a3,157416,661825,73033,20.39647
1657,299621,37e524da632649499a9c411bbfab5f62b6de8cb004a911dbd260cdcbf5949c33,299621,53235,991158,18.479326
1658,892740,29055da7a3100ae21e7b588d923c14acd0363e37595ef6b41fecdb620046a742,892740,954265,452514,19.596638
1659,635621,d8fc914a4b2590112610be34a934b8ef6a7e97cec3207e5b28f4fab5ef1a19e0,635621,605442,626083,21.148985
1660,538124,376ad2ee56fe27bf897f040067067c2109384f86b372cd622b7978e199b45a8c,538124,951542,120193,30.737
1661,700198,d286291c5482441996956c8fbf6ab00a1361cf9e4f2b2a85164500c6c880f245,700198,629615,172130,23.450985
1662,747897,f95c80e509bcee10267c8254c5e86262dd54ac170adaec173335a6fa999b4f41,747897,18081,265783,21.036066
1663,866837,eaba47cae4f1ed51ba853cf222104400138308dd47d4b22f324c67bb43a94b73,866837,610787,679661,18.704906
1664,644274,ed5dafeae7cc7d776b876036882b08768770b29b426085ecff15d191db408464,644274,42842,42908,13.213647
1665,812942,817326e87b41150857542fbc66d52a4ad4e98b9666f4a46eec275046e951935e,812942,393310,815966,23.35579
1666,459139,9db4a5668f7385d25a8bc5de67d35846bf13b95286f4eb219e21617a31741460,459139,929443,151652,23.755089
1667,899443,5629392d466e978468919f3270ce1d761b0f4704f537710bcfd9cb6b33b26196,899443,575257,646805,26.651354
1668,545231,7dfdd197abcc07da815f5c8461e5fcce73f86024395b3c0a6af9d0965bbc3dd7,545231,795286,499848,17.68454
1669,767044,8957dc1f6e54bc04b7d5fd4e543a7f6907a809ddb78985ed146f9e635270738d,767044,698284,503705,20.152277
1670,627367,a8f3e7abe0934686e4fcded72c07931123db3daa44a843b3e896eb9473f6377c,627367,971224,704755,18.194576
1671,192592,99bd4b07c9c1790436324dc50225daa4b69c058f22ee5359413201ba32d5a229,192592,867656,381176,10.62608
1672,376597,3575b727e73d0e329f61ca17150c51f3208df28093a48cf2f43db6c4655c3a2c,376597,509474,500145,18.937723
1673,398171,41d7b602d6b3b15b14cc3516c48ee0e31b7e7753a15db8169bf385e26c75f980,398171,25140,123496,30.54403
1674,17742,787f18e7bf6bc5f3178bd87512e1ffd3850f793d4c0bbe4e12c297429a5c74de,17742,728162,225614,16.61944
1675,543860,96def38d3a5d352f8004f273270d16de885bae32ef68d9d2966b57c57daa2f33,543860,757098,31076,24.30663
1676,558208,a4d802f341ae4362519b14e908aee8c5f7c6e5fa8da7e2388e31f349fe553f22,558208,578255,861529,18.530289
1677,662918,7e60e55b6ad4ba198d84461e58e36a717b595c7df35e0651e01148e18dc38443,662918,756066,552856,14.040617
1678,374261,3d30cfa8921b007ac9c2a15098e8b667b228d0d0ecb0c9ec564397469f62cec7,374261,112376,556510,18.329817
1679,825583,23b3a13d6a98ab625bd5a821bd7498feb5b784b8bbf70bdbdc8edec924d68932,825583,958293,595079,24.65469
1680,864430,4fc0614dd350c5e8dcf07a46f55d7f4f667cfc55f5079a977c27f615a489d361,864430,25579,179780,16.082186
1681,910341,49b5a0527fed34cb9794e88f3bcda8e36d2828e850456cfe6b74d10a9838b62a,910341,865605,509474,18.534088
1682,182865,64555923c68697fe317305ada1645b6985a7c85fc6ae583f6fc618f3d093a1ff,182865,547832,267679,24.38276
1683,41077,6bb46f9c1c84014c6ca7cd1a61042c71df8321180fb3c87118ffb424661ea807,41077,256116,899193,26.825472
1684,759832,65a98a224d167d181b8293f3641453f171a03c2bb32d9f4de2c23ab5c7e6f07e,759832,864706,716442,24.083479
1685,299752,c562dd619579c7d3b6223142d048139ed7b954aa0c99fa0a13480a968d86b174,299752,60408,612022,20.62829
1686,353178,10a7f4baba8c69a6b112d4633948d75a50bbbbfe78afb88d0827f0c9cb1b1d13,353178,483758,769305,22.30335
1687,330545,e55d14369eb6a72d6d57d95ad99d316b342c511ae6d847f4a1c763bf9ae05c28,330545,825946,300817,26.79667
1688,402317,642a5d60be0fa929c229a5bbd4c89716e070d03a3ff5d22de5ade33d2fb19190,402317,995608,353606,19.13075
1689,80989,f1f78400616569db71cbdfa38250793384ec34411ec0a634401e29d7e892f40d,80989,402317,835206,23.973415
1690,175688,3cf593dbe7c27d3594caf3a130771df92f62877c3ffcb2c9a63256d429ada79f,175688,251819,143652,23.698616
1691,373508,3840e22c3a81f113a1b436dfb5a36964378009fde14ed294e058a372106d7f4c,373508,66856,153087,16.924183
1692,620171,dd1a0481695fa4ffedf8f5b35b59a430f8c25dd286e638cb848922cc3c73b9cd,620171,427671,943762,18.90062
1693,825579,6646902f7a307d5e145180abfef34daede9ad459fdec21712f10a2fcb9f96d2a,825579,660824,149972,22.777456
1694,838768,4560e5a28184b9070fc83a2cebdd67771aa362309099f4932343bf333391379b,838768,934730,846766,20.57306
1695,536729,e426379398fdd8a0b49fec43f51fd01c233f263ad0163650caf5a8b65a32f947,536729,162598,541455,28.95681
1696,426776,79bcb904cf32a2e08f6843e283a0a624eb896791e58e964614f93223e1d1e9bc,426776,112492,291592,10.647483
1697,62440,3925389842298eb122b88f9f3c0113e49f7680a128a66c0d7752ddff4eb284ce,62440,25113,434415,14.455637
1698,594188,0a49fc3dde370b27ed79f50707a21418c548c2121cb7e2490e043242f9f69ca2,594188,690331,149899,24.904661
1699,949957,76ff5c9768876d312f3ebda540b46e782972c2d1e198f35166a476d7bebb5da8,949957,194699,792715,28.179146
1700,939637,8f14127364b71bf6dc3dc89fe9b49ff3ea1483604b6394c352732323565a8c97,939637,746070,451171,17.725101
1701,895323,012216bcf02a1ce3a00bca7ea9a766fac4ecc1efaf060ba2eb359670b88d4ea7,895323,175267,619958,21.42569
1702,249026,ace3e6fcb9d483a33e09319b270e2ad43a5f8aae5b9bf18b37ede020adc77456,249026,383297,803303,13.233955
1703,824654,665fa627bf0455df1bb225e8b28b2c942df3fe17a728f459293229b9d9fc318d,824654,671094,609122,28.697107
1704,969233,f8937de65435a957651a32ce45eda3484820a298e5cc61f425f61e8acc365a8a,969233,685537,726080,20.16707
1705,366499,5f467156ef5035e548b4eaf6e7cf3c45008d250c6cb1ff188b96a46c7f0e0c0f,366499,824147,775740,19.9367
1706,710925,1e9cf8ebfb59cb7e627f136e14a0074b8f9c1d9da780c1ea6091af854f286fe3,710925,597223,858991,17.576044
1707,308055,a1f9fbb711ad28f69e3082e1ca65d1885cd0c338f3f1bd56ed869763e4d3f130,308055,878128,478817,11.977192
1708,496461,e7e5db8ec2070a2ecaba3d8f638b3fba29e3451b443f2c760f936c93e0169f9c,496461,574372,399729,23.080292
1709,579720,ef99356b475c9ad66ec67942bad14426538dd300fa49bc2a75de9639c129854c,579720,161254,581447,22.568262
1710,120883,22c163713342e9dc519119d6f304142cc03ce93f72592dab224e81f0135d4580,120883,925267,997387,18.478952
1711,320986,d7cf453eadc1b8380952339176be7542a28f2872a1926befc0a0a3174bf5315c,320986,200739,972646,22.582258
1712,717033,4eed316b7471cbf7d421b975ae1dcf683300df5e47f66aa96cef952bc2bfa48a,717033,676432,435344,21.954226
1713,217681,3bf1b115d7b352115da9b60bbc7cb651355342beb1cb3563ff3c49ab3c0f8b79,217681,166639,281162,28.82582
1714,656023,4e8f5c6f3ac965e9e006acae6b209ed21d59053a28356e157daec730e2266744,656023,383099,285653,13.933344
1715,548019,afbd2b557f84e7cef8eb881c108af997d36a40c6e1c64bfc431635acc47c306c,548019,8340,461904,26.150906
1716,298017,5c4009a1f31acb246c42c484660a6004ad759d8cf1faac4ac1d5a9cd4283f6c9,298017,769043,120191,26.855894
1717,77867,8c90d5e98c23d0fb87a38725fb886fe3bf04ccf081ae9fcc361dc42cda7a98b6,77867,492937,76118,19.827675
1718,27985,1f269d9be0174f149edae0fa84a0a2da99d380917f3184349cd2dfd2e25c437b,27985,638027,354923,24.317938
1719,423651,b29b9e1e0e0386190a4d23126f3c9e762da0d2cb4975a7c68ff439227621461c,423651,337649,112638,27.254452
1720,745984,7f5259d89518d22784fa4ab90f1e6c675a22edcbb440e60b5d363f2972ce7916,745984,148776,579983,13.260696
1721,146892,5283bad021c6bc56257768b6e83fb0c79882345caf6155c2f7e885730c6eb099,146892,168090,10642,13.25933
1722,463618,37193342bec46573a35d201880c064567e808b4b6b021cf22490ec7ac8d02b51,463618,241683,561611,19.514227
1723,608740,abbcc5d90350d06657255e94004b441b0811898034d13976b082db7c5b66ccb1,608740,845449,415520,27.929197
1724,785364,de7957d0d83e816d00960fa24c8baf3e73383502b320f501f0067a528852c9ff,785364,177656,55241,22.502447
1725,708478,b2f627afac026616ced5c41714efd8eee2392e5c9f573492f6c0faf535bab998,708478,887500,930660,17.75772
1726,289919,55c40e21c45b6d301ce2f5b7e4af10fd0c9c12def9e86b0e78bf13efbd9cdcd3,289919,463537,786059,28.872692
1727,411237,ff45ae2588f5191415cae0b78cd1d074b96d045e7c6766ef6412777212dc7023,411237,7165,986554,19.125435
1728,335827,f892767817fe4bf1ef9a932211887f647450949445213cb8bc010b1bbd5f8ac5,335827,65467,466215,18.545406
1729,916701,c51a395c222430862b81fdea6d864ea24fc978618270fe15fef2a712e72d202e,916701,608245,604720,19.807877
1730,696841,d777393975c12f175ada1955ed4b9bcd3a7715d2d80c2cad6596f8a4861cf1b5,696841,781604,944883,18.599596
1731,786963,2d29a357aaa09fb7b516b7fc6adbbdd139744c6b13024d74a73f9d0d868106e2,786963,818797,127790,30.823631
1732,762590,2bb1b25519822423b0771b91a35140f59fb8ecd3a2805380ac30d044c1abbd64,762590,214608,561611,21.569279
1733,853110,db6cee5556d180a7da7ce7ac71e032adc0c5385dc4a50b3ec4576fcf3bf2d397,853110,822437,480491,22.193167
1734,65529,2e1b1afe2ce519a3c5145ac367938cb798fef877daf613d2c81d93e3966d4f9c,65529,332170,776622,18.33397
1735,514206,57cbadff53470a4236f147b149ca9bb565dcd515077ca4f3f529a9f2034876a0,514206,937894,226854,23.308132
1736,719028,523d53aa769ff5ff84f00c1f83f6fc3552b35e52cf743462f7fadb54db16354b,719028,95917,234482,25.120098
1737,81443,bce60c1f20af9177c0edccc6f062b6a9265d7e25482eb4adee3e6f52d83331f3,81443,634258,448729,16.160198
1738,623987,bb226380379db5ab50b4706501119d969f35fddce76d59d0910ee7cffe2935cc,623987,70395,576758,27.303854
1739,588565,340ea146b3043e27f32263e570ff598b0f782b80b7c4f64eabeb6d7cf45be2ee,588565,710616,79971,4.5246987
1740,831763,7b90eb83dcdae0c0e60facc18d6b6ba5310bfd98f32ec03c4250c29106a47605,831763,470259,736724,25.442719
1741,675797,7e1ff54eb781f5795429b4fdcda2ed9cdf3dfbfd6380bc0b5b078a49a1d7a71d,675797,806482,674547,23.376698
1742,972920,c9e5f40f3a0d1acb9455872f9b0388f990fc26ce0e5cacf891c316e2b4086549,972920,450693,876346,19.489893
1743,681761,652eafcbe50e7d48220fd1186eb598e13ffe4edd0fecf74e068a3be32fb40834,681761,120909,318517,17.09552
1744,34479,25f663889e8a4e2fa300c8095ef37c4eb11596ab890271049efdd753ff3eecd5,34479,206298,701231,25.231743
1745,431102,9af562288b94aab33c0971720c28dd2891135c3721e16aaa282c0382cbb47fdc,431102,34136,928214,5.2937284
1746,78232,8d4367c7dec038251d55e091ec3b7a9ef2c1b0217600eb6ced2e55568dcb83df,78232,998520,629905,15.96599
1747,216280,ab34a3d4a04e2a58ee164137049d41ab3588caa438a5f774f1eddf322d17b137,216280,646707,419597,31.434835
1748,155455,b6b52eb3cc0eff44655e5c3d801d3e8a2d45dfb54d31a62074e3165c40d777af,155455,311703,409411,8.293843
1749,920228,dde9290ee7ed355de7818b852808bd3c1f6f4cce942da65a615c885d94873bec,920228,41077,692415,21.160534
1750,732052,6e51885d5fd66b08ac202114f69bfc79a761c869d162bf71124525b94ddc08a9,732052,194006,884567,18.629122
1751,306288,7cb41cac6a0a0f443cfe77ed27daf70d8d278f110792ccd0040ed7b8186f2642,306288,864430,554429,21.677755
1752,692073,b513a7a7990deeac6af7711bf4695d70be4e0b52d0027f08d209e46b36e63263,692073,507021,982280,23.40508
1753,876924,b549bb8071c6fd571f5453b39336b826ad1d82e31abe51540b5cc92604546e8a,876924,215482,155271,16.879217
1754,111950,bb954aebe8857b214244a3683c5e26c2561bb658dd29de2522588d08532bffda,111950,557651,284521,22.44102
1755,756408,921889b2f2fc2f9c3059f0c3526304cf2aed3ec1fcd15b72889ef127371a2bbf,756408,610233,363455,17.821362
1756,551715,0ddb3202846819e36ed55fbcf14ca800101bc3e6faf79c78799bf826b9da1b75,551715,97524,689991,17.645424
1757,186680,3c54b49c15d5e4d6704ebf7163f165a72e889e385affaffbf08573a4297e2fa4,186680,822469,535833,21.45235
1758,172266,90da992390bbac55616be5f21d316958621ddfe13ab4a36359937b1b0df9011a,172266,308474,931579,23.97176
1759,231139,b3f63b2857bea03681e3da7cd039ef5238cc8b8ce664ecbefff6d6e4d101866a,231139,209923,239180,22.375994
1760,845339,6d61a64e255cadb2eb00f9c55b2e6187d7ad0f7d5f2305dd7602f24a434872a3,845339,940151,994696,21.578787
1761,10866,e212b4ce160a730aa0c23abcfc6c6dfd13b3e993bb027bb5f3b2fcf0d115da51,10866,519020,837966,31.243608
1762,832208,317b31872846a0deb966dba2981addd636f4ba8bad773be70cb0f9ba7b65e9de,832208,576165,710661,18.081764
1763,937306,8a8e3e1cbbc6fb6ee9d98d06dd3c050afabc0b511c421a3883aa679244a51509,937306,712257,1762,20.820011
1764,851234,8578ee8cd92224bafc787996a2196c7d76231fc10e6641d876af99b17051d311,851234,939055,82669,19.704668
1765,342509,d4a7a0ea52fd649a5e8c23546af2aea8b36534f0292acd1b1817a2328b20e467,342509,103044,715711,16.588434
1766,617654,bed368827507df733d3e0ae504c54e8616dde7ec1fe53f87583185403de175d3,617654,951675,590421,20.127493
1767,485697,8bcde02224ba465fbb72be6405b02bdaae09b43b512b155198e200de858222ae,485697,839249,167352,20.42682
1768,458333,c1998b256af9e30a8010731200fe64cdbbffdb9d20699f87ea07d8dc8fcce471,458333,270421,129364,26.241219
1769,358786,3aca71c6931f0361a66a3e5b33a64cd1cc745c8a3c39703d77b8c835def480a1,358786,95189,524772,22.527164
1770,743815,3a1c8bbd2066fc3a36e67aa84617a0040e67d90e5745ae01f7ede747a80332b1,743815,160665,255673,14.46961
1771,607367,5c63b6d6fc2976e53c9f313a3c782b75a847d5fdafbf0a1e1c8e3092eb2c9ec2,607367,759164,131354,24.978971
1772,981417,264088046fa176d898d0d60133780dcb53dcb9bca9cbc25a8a2e6727d94e833d,981417,366625,454711,17.071533
1773,735117,0306da12e6b7199e0a2e6b82775a674a15e1750bb5aa2afb66a6db62cf28d40a,735117,971389,461107,21.103212
1774,764402,f746c138a7bdfcf663a35da39b98240e2527f067c3a4c2ba6542f3926cbf0094,764402,631711,472723,16.243584
1775,547076,ddaebb2b745f6d429589f0b1bfa4582984464c0e9144a9613ac7cf3d75dc0e90,547076,897075,722811,13.537365
1776,670931,73d3647830850f6abec4cc780159b6dc2c611fd44959f228207aa8ed36966d5d,670931,361215,354206,23.001432
1777,448088,ad5b5c21967f71f9bf6812291fde72ed9880872b29f434e286fc204ab3ade68f,448088,670931,520592,18.181793
1778,404434,777ea44b410dba4f5052e1b98a49f77ea1785c99a4737218646584934ae01689,404434,942457,985213,23.312302
1779,595724,796e781a9cd7a963c9831ae8620fb582b660e2101c443aa48a4ac69ed3afb62a,595724,806579,398117,20.773327
1780,612965,a75ae8dbf54a959a970d0524d2a40901b0495a72305bd81020a4487cdc24456f,612965,678809,979814,18.99029
1781,297934,2c14a04492743c6655248b5a5a9c15a90ba0cf78b129aca4ce60857b9f2e8bcf,297934,321961,630600,9.803527
